sequence_number,period_display_value,period_number,home_score,coordinate_x,coordinate_y,scoring_play,clock_display_value,team_id,type_id,type_text,away_score,text,score_value,participants_0_athlete_id,participants_1_athlete_id,game_id,away_team_id,away_team_name,away_team_mascot,away_team_abbrev,away_team_name_alt,home_team_id,home_team_name,home_team_mascot,home_team_abbrev,home_team_name_alt,clock_minutes,clock_seconds,half,lag_half,lead_half,game_play_number,team_name,team_abbrev,shot_taken
350,3rd Quarter,3,62,9,19,FALSE,4:06,9,92,Jump Shot,60,Kylee Shook misses 25-foot three point jumper,0,4065849,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,4,06,2,2,2,249,New York,NY,1
352,3rd Quarter,3,62,15,17,FALSE,3:53,5,131,Pullup Jump Shot,60,Kelsey Mitchell misses 19-foot pullup jump shot,0,3142191,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,3,53,2,2,2,251,Indiana,IND,1
354,3rd Quarter,3,62,24,3,TRUE,3:48,5,110,Driving Layup Shot,62,Danielle Robinson makes driving layup (Jantel Lavender assists),2,1014,1013,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,3,48,2,2,2,253,Indiana,IND,1
356,3rd Quarter,3,62,24,10,FALSE,3:34,9,92,Jump Shot,62,Kylee Shook misses 10-foot jumper,0,4065849,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,3,34,2,2,2,254,New York,NY,1
358,3rd Quarter,3,62,26,3,FALSE,3:25,5,110,Driving Layup Shot,62,Tiffany Mitchell misses driving layup,0,2984741,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,3,25,2,2,2,256,Indiana,IND,1
360,3rd Quarter,3,62,24,3,FALSE,3:20,5,95,Layup Shot,62,Jantel Lavender misses layup,0,1013,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,3,20,2,2,2,258,Indiana,IND,1
368,3rd Quarter,3,62,35,22,FALSE,3:03,9,92,Jump Shot,62,Michaela Onyenwere misses 25-foot three point jumper,0,4282173,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,3,03,2,2,2,263,New York,NY,1
376,3rd Quarter,3,64,16,4,TRUE,2:30,9,131,Pullup Jump Shot,62,Sabrina Ionescu makes 10-foot pullup jump shot,2,4066533,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,2,30,2,2,2,268,New York,NY,1
377,3rd Quarter,3,64,37,23,FALSE,2:20,5,92,Jump Shot,62,Kelsey Mitchell misses 26-foot three point jumper,0,3142191,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,2,20,2,2,2,269,Indiana,IND,1
379,3rd Quarter,3,64,18,7,FALSE,2:14,9,92,Jump Shot,62,Betnijah Laney misses 10-foot jumper,0,2593770,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,2,14,2,2,2,271,New York,NY,1
384,3rd Quarter,3,64,21,6,FALSE,1:45,5,114,Turnaround Jump Shot,62,Jessica Breland misses 8-foot two point shot,0,1002,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,1,45,2,2,2,274,Indiana,IND,1
386,3rd Quarter,3,66,26,3,TRUE,1:36,9,95,Layup Shot,62,Reshanda Gray makes layup (Sabrina Ionescu assists),2,2566211,4066533,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,1,36,2,2,2,276,New York,NY,1
389,3rd Quarter,3,66,26,3,TRUE,1:17,5,128,Driving Finger Roll Layup,64,Tiffany Mitchell makes two point shot,2,2984741,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,1,17,2,2,2,277,Indiana,IND,1
393,3rd Quarter,3,66,28,16,FALSE,1:02,5,92,Jump Shot,64,Kysre Gondrezick misses 16-foot jumper,0,4065820,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,1,02,2,2,2,280,Indiana,IND,1
397,3rd Quarter,3,68,13,14,TRUE,44.4,9,92,Jump Shot,64,Betnijah Laney makes 18-foot jumper,2,2593770,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,0,44.4,2,2,2,283,New York,NY,1
398,3rd Quarter,3,68,35,11,FALSE,30.0,5,92,Jump Shot,64,Jessica Breland misses 15-foot jumper,0,1002,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,0,30.0,2,2,2,284,Indiana,IND,1
403,3rd Quarter,3,68,26,21,FALSE,2.3,5,92,Jump Shot,64,Kysre Gondrezick misses 21-foot jumper,0,4065820,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,0,2.3,2,2,2,288,Indiana,IND,1
409,4th Quarter,4,70,27,15,TRUE,9:15,9,92,Jump Shot,64,Sabrina Ionescu makes 15-foot jumper,2,4066533,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,9,15,2,2,2,292,New York,NY,1
410,4th Quarter,4,70,25,8,FALSE,8:49,5,144,Driving Floating Jump Shot,64,Danielle Robinson misses driving floating jump shot,0,1014,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,8,49,2,2,2,293,Indiana,IND,1
415,4th Quarter,4,70,2,8,FALSE,8:24,5,92,Jump Shot,64,Danielle Robinson misses 24-foot three point jumper,0,1014,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,8,24,2,2,2,297,Indiana,IND,1
417,4th Quarter,4,72,18,4,TRUE,8:14,9,137,Turnaround Fade Away Jump Shot,64,Betnijah Laney makes 8-foot two point shot,2,2593770,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,8,14,2,2,2,299,New York,NY,1
424,4th Quarter,4,72,19,7,FALSE,7:42,9,130,Floating Jump Shot,64,Sabrina Ionescu misses 9-foot two point shot,0,4066533,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,7,42,2,2,2,304,New York,NY,1
426,4th Quarter,4,72,24,3,TRUE,7:33,5,95,Layup Shot,66,Jessica Breland makes layup (Kysre Gondrezick assists),2,1002,4065820,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,7,33,2,2,2,306,Indiana,IND,1
437,4th Quarter,4,73,28,18,TRUE,7:03,5,132,Step Back Jump Shot,68,Kelsey Mitchell makes 18-foot step back jumpshot,2,3142191,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,7,03,2,2,2,313,Indiana,IND,1
444,4th Quarter,4,73,33,24,FALSE,6:29,9,92,Jump Shot,68,Jazmine Jones misses 25-foot three point jumper,0,4065850,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,6,29,2,2,2,317,New York,NY,1
448,4th Quarter,4,75,18,10,TRUE,6:11,9,131,Pullup Jump Shot,68,DiDi Richards makes 12-foot pullup jump shot,2,4281253,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,6,11,2,2,2,320,New York,NY,1
453,4th Quarter,4,75,35,23,FALSE,5:48,5,132,Step Back Jump Shot,68,Kysre Gondrezick misses 25-foot step back jumpshot,0,4065820,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,5,48,2,2,2,323,Indiana,IND,1
456,4th Quarter,4,75,10,19,FALSE,5:31,9,92,Jump Shot,68,Sabrina Ionescu misses 24-foot three point jumper,0,4066533,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,5,31,2,2,2,325,New York,NY,1
458,4th Quarter,4,75,48,0,FALSE,5:17,9,92,Jump Shot,68,Sami Whitcomb misses three point jumper,0,887,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,5,17,2,2,2,327,New York,NY,1
462,4th Quarter,4,75,23,3,FALSE,5:06,9,95,Layup Shot,68,Teaira McCowan blocks Reshanda Gray 's 3-foot layup,0,2566211,3913903,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,5,06,2,2,2,330,New York,NY,1
472,4th Quarter,4,75,25,3,FALSE,4:50,5,95,Layup Shot,68,Jantel Lavender misses layup,0,1013,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,4,50,2,2,2,335,Indiana,IND,1
474,4th Quarter,4,75,25,3,TRUE,4:48,5,125,Layup Shot Putback,70,Teaira McCowan makes two point shot,2,3913903,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,4,48,2,2,2,337,Indiana,IND,1
477,4th Quarter,4,75,26,4,TRUE,4:26,5,110,Driving Layup Shot,72,Kelsey Mitchell makes driving layup,2,3142191,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,4,26,2,2,2,339,Indiana,IND,1
488,4th Quarter,4,75,28,16,TRUE,4:10,5,131,Pullup Jump Shot,75,Kelsey Mitchell makes 16-foot pullup jump shot,2,3142191,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,4,10,2,2,2,346,Indiana,IND,1
489,4th Quarter,4,77,21,3,TRUE,3:58,9,110,Driving Layup Shot,75,Sabrina Ionescu makes driving layup,2,4066533,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,3,58,2,2,2,347,New York,NY,1
493,4th Quarter,4,78,23,7,FALSE,3:38,5,95,Layup Shot,75,Teaira McCowan misses layup,0,3913903,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,3,38,2,2,2,350,Indiana,IND,1
495,4th Quarter,4,78,25,3,FALSE,3:36,5,95,Layup Shot,75,Jantel Lavender misses layup,0,1013,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,3,36,2,2,2,352,Indiana,IND,1
498,4th Quarter,4,80,32,12,TRUE,3:20,9,92,Jump Shot,75,Betnijah Laney makes 14-foot jumper,2,2593770,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,3,20,2,2,2,354,New York,NY,1
499,4th Quarter,4,80,24,8,FALSE,3:09,5,130,Floating Jump Shot,75,Kylee Shook blocks Danielle Robinson 's 8-foot two point shot,0,1014,4065849,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,3,09,2,2,2,355,Indiana,IND,1
501,4th Quarter,4,80,24,4,TRUE,3:05,5,95,Layup Shot,77,Teaira McCowan makes layup,2,3913903,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,3,05,2,2,2,357,Indiana,IND,1
502,4th Quarter,4,80,11,21,FALSE,2:53,9,92,Jump Shot,77,Sabrina Ionescu misses 25-foot three point jumper,0,4066533,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,2,53,2,2,2,358,New York,NY,1
520,4th Quarter,4,81,22,8,TRUE,2:22,5,95,Layup Shot,80,Teaira McCowan makes layup (Jantel Lavender assists),2,3913903,1013,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,2,22,2,2,2,371,Indiana,IND,1
524,4th Quarter,4,81,26,3,FALSE,1:58,5,110,Driving Layup Shot,80,Danielle Robinson misses driving layup,0,1014,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,1,58,2,2,2,373,Indiana,IND,1
526,4th Quarter,4,81,24,3,TRUE,1:56,5,95,Layup Shot,82,Jantel Lavender makes layup,2,1013,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,1,56,2,2,2,375,Indiana,IND,1
527,4th Quarter,4,81,14,14,FALSE,1:45,9,92,Jump Shot,82,Sabrina Ionescu misses 18-foot jumper,0,4066533,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,1,45,2,2,2,376,New York,NY,1
529,4th Quarter,4,81,19,20,TRUE,1:32,5,92,Jump Shot,84,Kelsey Mitchell makes 20-foot jumper,2,3142191,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,1,32,2,2,2,378,Indiana,IND,1
538,4th Quarter,4,82,38,22,FALSE,1:13,5,92,Jump Shot,84,Tiffany Mitchell misses 25-foot three point jumper,0,2984741,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,1,13,2,2,2,385,Indiana,IND,1
542,4th Quarter,4,82,26,3,FALSE,58.5,9,95,Layup Shot,84,Teaira McCowan blocks Kylee Shook 's 3-foot layup,0,4065849,3913903,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,0,58.5,2,2,2,388,New York,NY,1
545,4th Quarter,4,82,25,21,TRUE,47.0,5,92,Jump Shot,86,Kelsey Mitchell makes jumper,2,3142191,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,0,47.0,2,2,2,390,Indiana,IND,1
546,4th Quarter,4,85,12,21,TRUE,39.7,9,92,Jump Shot,86,Sabrina Ionescu makes 25-foot three point jumper,3,4066533,NA,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,0,39.7,2,2,2,391,New York,NY,1
570,4th Quarter,4,90,13,22,TRUE,0.4,9,92,Jump Shot,87,Sabrina Ionescu makes 25-foot three point jumper (Kylee Shook assists),3,4066533,4065849,401320565,5,Indiana,Fever,IND,Indiana,9,New York,Liberty,NY,New York,0,0.4,2,2,2,407,New York,NY,1
8,1st Quarter,1,0,15,6,FALSE,9:29,18,114,Turnaround Jump Shot,0,DeWanna Bonner misses 11-foot two point shot,0,869,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,9,29,1,1,1,3,Connecticut,CONN,1
12,1st Quarter,1,0,38,22,FALSE,9:18,20,92,Jump Shot,0,Tianna Hawkins misses 26-foot three point jumper,0,2490514,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,9,18,1,1,1,6,Atlanta,ATL,1
14,1st Quarter,1,0,13,2,TRUE,9:06,18,114,Turnaround Jump Shot,2,Jonquel Jones makes 12-foot two point shot (DeWanna Bonner assists),2,2999101,869,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,9,06,1,1,1,8,Connecticut,CONN,1
16,1st Quarter,1,0,16,21,FALSE,8:44,20,131,Pullup Jump Shot,2,Courtney Williams misses 22-foot pullup jump shot,0,2987891,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,8,44,1,1,1,9,Atlanta,ATL,1
18,1st Quarter,1,0,34,21,FALSE,8:38,18,131,Pullup Jump Shot,2,Briann January misses 23-foot three point pullup jump shot,0,860,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,8,38,1,1,1,11,Connecticut,CONN,1
20,1st Quarter,1,0,21,10,FALSE,8:28,20,131,Pullup Jump Shot,2,Odyssey Sims misses 11-foot pullup jump shot,0,2529047,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,8,28,1,1,1,13,Atlanta,ATL,1
22,1st Quarter,1,2,25,0,TRUE,8:23,20,125,Layup Shot Putback,2,Elizabeth Williams makes two point shot,2,2566081,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,8,23,1,1,1,15,Atlanta,ATL,1
31,1st Quarter,1,2,26,0,TRUE,7:28,18,95,Layup Shot,6,Jonquel Jones makes layup (Brionna Jones assists),2,2999101,3058895,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,7,28,1,1,1,21,Connecticut,CONN,1
40,1st Quarter,1,7,4,11,TRUE,6:35,20,92,Jump Shot,6,Odyssey Sims makes 24-foot three point jumper (Courtney Williams assists),3,2529047,2987891,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,6,35,1,1,1,27,Atlanta,ATL,1
52,1st Quarter,1,7,25,0,TRUE,6:02,18,95,Layup Shot,8,DeWanna Bonner makes layup (Jonquel Jones assists),2,869,2999101,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,6,02,1,1,1,33,Connecticut,CONN,1
58,1st Quarter,1,9,31,23,TRUE,5:31,18,92,Jump Shot,11,Jonquel Jones makes 23-foot three point jumper (Kaila Charles assists),3,2999101,4065780,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,5,31,1,1,1,37,Connecticut,CONN,1
68,1st Quarter,1,11,3,4,FALSE,4:57,18,92,Jump Shot,11,DeWanna Bonner misses 23-foot three point jumper,0,869,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,4,57,1,1,1,43,Connecticut,CONN,1
70,1st Quarter,1,11,25,0,TRUE,4:52,18,141,Cutting Layup Shot,13,Jonquel Jones makes layup (Kaila Charles assists),2,2999101,4065780,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,4,52,1,1,1,45,Connecticut,CONN,1
72,1st Quarter,1,11,11,20,FALSE,4:39,20,92,Jump Shot,13,Courtney Williams misses 24-foot three point jumper,0,2987891,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,4,39,1,1,1,46,Atlanta,ATL,1
74,1st Quarter,1,11,25,5,TRUE,4:34,18,109,Running Layup Shot,15,Jonquel Jones makes two point shot,2,2999101,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,4,34,1,1,1,48,Connecticut,CONN,1
82,1st Quarter,1,11,25,0,FALSE,3:58,18,95,Layup Shot,15,Monique Billings blocks Jonquel Jones's layup,0,2999101,3142255,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,3,58,1,1,1,54,Connecticut,CONN,1
95,1st Quarter,1,15,13,2,TRUE,3:22,20,131,Pullup Jump Shot,15,Courtney Williams makes 13-foot pullup jump shot (Aari McDonald assists),2,2987891,4066553,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,3,22,1,1,1,64,Atlanta,ATL,1
101,1st Quarter,1,15,9,3,FALSE,2:55,20,131,Pullup Jump Shot,17,Courtney Williams misses 17-foot pullup jump shot,0,2987891,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,2,55,1,1,1,68,Atlanta,ATL,1
106,1st Quarter,1,15,25,11,TRUE,2:17,18,114,Turnaround Jump Shot,19,Jonquel Jones makes two point shot (DeWanna Bonner assists),2,2999101,869,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,2,17,1,1,1,72,Connecticut,CONN,1
108,1st Quarter,1,15,13,22,FALSE,2:03,20,92,Jump Shot,19,Shekinna Stricklen misses 25-foot three point jumper,0,1110,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,2,03,1,1,1,73,Atlanta,ATL,1
110,1st Quarter,1,15,26,1,TRUE,1:50,18,95,Layup Shot,21,Beatrice Mompremier makes layup (Jonquel Jones assists),2,3916517,2999101,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,1,50,1,1,1,75,Connecticut,CONN,1
125,1st Quarter,1,15,30,2,FALSE,1:08,20,110,Driving Layup Shot,21,Elizabeth Williams misses driving layup,0,2566081,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,1,08,1,1,1,83,Atlanta,ATL,1
127,1st Quarter,1,15,15,6,FALSE,50.9,18,132,Step Back Jump Shot,21,Kaila Charles misses 11-foot step back jumpshot,0,4065780,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,0,50.9,1,1,1,85,Connecticut,CONN,1
138,1st Quarter,1,17,26,1,TRUE,32.0,20,95,Layup Shot,22,Elizabeth Williams makes layup (Chennedy Carter assists),2,2566081,4280892,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,0,32.0,1,1,1,93,Atlanta,ATL,1
140,1st Quarter,1,17,39,21,FALSE,18.8,18,92,Jump Shot,22,Jonquel Jones misses 25-foot three point jumper,0,2999101,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,0,18.8,1,1,1,94,Connecticut,CONN,1
142,1st Quarter,1,17,25,0,FALSE,14.2,18,125,Layup Shot Putback,22,Kaila Charles misses two point shot,0,4065780,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,0,14.2,1,1,1,96,Connecticut,CONN,1
144,1st Quarter,1,17,28,3,FALSE,12.6,18,125,Layup Shot Putback,22,Courtney Williams blocks Beatrice Mompremier 's 4-foot two point shot,0,3916517,2987891,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,0,12.6,1,1,1,98,Connecticut,CONN,1
147,1st Quarter,1,17,13,15,FALSE,2.2,20,131,Pullup Jump Shot,22,Chennedy Carter misses 19-foot pullup jump shot,0,4280892,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,0,2.2,1,1,1,100,Atlanta,ATL,1
160,2nd Quarter,2,17,31,19,FALSE,9:36,20,131,Pullup Jump Shot,24,Courtney Williams misses 20-foot pullup jump shot,0,2987891,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,9,36,1,1,1,108,Atlanta,ATL,1
162,2nd Quarter,2,17,10,0,FALSE,9:22,18,92,Jump Shot,24,Kaila Charles misses jumper,0,4065780,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,9,22,1,1,1,110,Connecticut,CONN,1
166,2nd Quarter,2,19,25,1,TRUE,9:04,20,109,Running Layup Shot,24,Tianna Hawkins makes two point shot (Courtney Williams assists),2,2490514,2987891,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,9,04,1,1,1,113,Atlanta,ATL,1
170,2nd Quarter,2,19,27,1,FALSE,8:44,20,109,Running Layup Shot,24,Chennedy Carter misses two point shot,0,4280892,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,8,44,1,1,1,115,Atlanta,ATL,1
172,2nd Quarter,2,19,15,22,TRUE,8:37,18,113,Running Jump Shot,27,Natisha Hiedeman makes 24-foot three point shot (Kaila Charles assists),3,3906753,4065780,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,8,37,1,1,1,117,Connecticut,CONN,1
187,2nd Quarter,2,19,3,2,FALSE,7:53,20,92,Jump Shot,29,Odyssey Sims misses 22-foot three point jumper,0,2529047,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,7,53,1,1,1,127,Atlanta,ATL,1
189,2nd Quarter,2,19,27,14,FALSE,7:41,18,114,Turnaround Jump Shot,29,DeWanna Bonner misses 15-foot two point shot,0,869,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,7,41,1,1,1,129,Connecticut,CONN,1
191,2nd Quarter,2,19,25,0,TRUE,7:37,18,125,Layup Shot Putback,31,Brionna Jones makes two point shot,2,3058895,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,7,37,1,1,1,131,Connecticut,CONN,1
192,2nd Quarter,2,21,33,0,TRUE,7:30,20,144,Driving Floating Jump Shot,31,Chennedy Carter makes driving floating jump shot,2,4280892,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,7,30,1,1,1,132,Atlanta,ATL,1
193,2nd Quarter,2,21,12,6,FALSE,7:13,18,92,Jump Shot,31,DeWanna Bonner misses 14-foot jumper,0,869,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,7,13,1,1,1,133,Connecticut,CONN,1
195,2nd Quarter,2,23,24,1,TRUE,7:06,20,109,Running Layup Shot,31,Odyssey Sims makes two point shot (Crystal Bradford assists),2,2529047,2591976,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,7,06,1,1,1,135,Atlanta,ATL,1
197,2nd Quarter,2,23,25,-1,TRUE,6:51,18,141,Cutting Layup Shot,33,Stephanie Jones makes layup (Natisha Hiedeman assists),2,4065785,3906753,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,6,51,1,1,1,136,Connecticut,CONN,1
199,2nd Quarter,2,23,25,1,FALSE,6:32,20,141,Cutting Layup Shot,33,Odyssey Sims misses layup,0,2529047,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,6,32,1,1,1,137,Atlanta,ATL,1
208,2nd Quarter,2,25,38,14,TRUE,6:04,20,92,Jump Shot,33,Tianna Hawkins makes 19-foot jumper (Crystal Bradford assists),2,2490514,2591976,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,6,04,1,1,1,143,Atlanta,ATL,1
210,2nd Quarter,2,25,13,20,TRUE,5:50,18,92,Jump Shot,36,Briann January makes 24-foot three point jumper (Natisha Hiedeman assists),3,860,3906753,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,5,50,1,1,1,144,Connecticut,CONN,1
212,2nd Quarter,2,27,16,15,TRUE,5:30,20,131,Pullup Jump Shot,36,Tianna Hawkins makes 17-foot pullup jump shot (Odyssey Sims assists),2,2490514,2529047,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,5,30,1,1,1,145,Atlanta,ATL,1
214,2nd Quarter,2,27,24,0,FALSE,5:14,18,95,Layup Shot,36,Brionna Jones misses layup,0,3058895,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,5,14,1,1,1,146,Connecticut,CONN,1
216,2nd Quarter,2,27,25,3,FALSE,5:06,18,114,Turnaround Jump Shot,36,Monique Billings blocks Brionna Jones's two point shot,0,3058895,3142255,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,5,06,1,1,1,148,Connecticut,CONN,1
219,2nd Quarter,2,27,15,24,FALSE,4:59,20,113,Running Jump Shot,36,Courtney Williams misses 25-foot three point shot,0,2987891,NA,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,4,59,1,1,1,150,Atlanta,ATL,1
221,2nd Quarter,2,27,26,0,TRUE,4:42,18,141,Cutting Layup Shot,38,Brionna Jones makes layup (DeWanna Bonner assists),2,3058895,869,401320566,18,Connecticut,Sun,CONN,Connecticut,20,Atlanta,Dream,ATL,Atlanta,4,42,1,1,1,152,Connecticut,CONN,1
